Food_Item,Category,Category_Detail,FDC_ID,Serving_Size,Protein_g_per_100g,Calories_per_100g,Fat_g_per_100g,Carbs_g_per_100g,Fiber_g_per_100g,Sugar_g_per_100g,Vitamin_A_RAE,Vitamin_C_mg,Vitamin_D_µg,Vitamin_B12_µg,Calcium_mg,Iron_mg,Magnesium_mg,Potassium_mg,Zinc_mg,Calories_per_gram_Protein
"Collards, fresh, cooked with oil",vegetables,vegetables,2709582,N/A,3.14,61.0,3.76,5.64,4.2,0,248.0,25.7,0.0,0.0,242.0,0.49,28.0,222.0,0.22,19.43
"Collards, fresh, cooked, fat added, NS as to fat type",vegetables,vegetables,2709580,N/A,3.15,58.0,3.37,5.65,4.2,0,260.0,25.7,0.0,0.0,242.0,0.49,28.0,222.0,0.22,18.41
"Collards, fresh, cooked, no added fat",vegetables,vegetables,2709577,N/A,3.24,34.0,0.65,5.81,4.3,0,256.0,26.5,0.0,0.0,249.0,0.5,29.0,228.0,0.22,10.49
"Collards, frozen, cooked with butter or margarine",vegetables,vegetables,2709585,N/A,2.89,55.0,2.58,6.88,2.7,0,579.0,25.6,0.0,0.0,204.0,1.08,29.0,244.0,0.26,19.03
"Collards, frozen, cooked with oil",vegetables,vegetables,2709584,N/A,2.88,61.0,3.3,6.87,2.7,0,557.0,25.6,0.0,0.0,203.0,1.09,29.0,243.0,0.26,21.18
"Collards, frozen, cooked, fat added, NS as to fat type",vegetables,vegetables,2709581,N/A,2.88,58.0,2.94,6.88,2.7,0,568.0,25.6,0.0,0.0,204.0,1.09,29.0,243.0,0.26,20.14
"Collards, frozen, cooked, no added fat",vegetables,vegetables,2709578,N/A,2.96,36.0,0.41,7.08,2.8,0,573.0,26.3,0.0,0.0,210.0,1.12,30.0,250.0,0.27,12.16
"Collards, NS as to form, cooked",vegetables,vegetables,2709579,N/A,3.15,58.0,3.37,5.65,4.2,0,260.0,25.7,0.0,0.0,242.0,0.49,28.0,222.0,0.22,18.41
"Collards, raw",vegetables,vegetables,2709576,N/A,3.02,32.0,0.61,5.42,4.0,0,251.0,35.3,0.0,0.0,232.0,0.47,27.0,213.0,0.21,10.6
Corn oil,vegetables,vegetables,2710183,N/A,0.0,900.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cottonseed oil,vegetables,vegetables,2710184,N/A,0.0,884.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Creamy Italian dressing,vegetables,vegetables,2710209,N/A,0.55,268.0,24.63,11.19,0.0,0,4.0,0.3,0.0,0.02,15.0,0.27,5.0,81.0,0.08,487.27
"Creamy Italian dressing, fat free",vegetables,vegetables,2710231,N/A,1.03,56.0,1.14,10.44,0.5,0,4.0,0.3,0.0,0.26,31.0,0.38,5.0,107.0,0.33,54.37
"Creamy Italian dressing, light",vegetables,vegetables,2710217,N/A,0.56,111.0,7.78,9.54,0.0,0,2.0,0.1,0.0,0.01,14.0,0.23,4.0,82.0,0.06,198.21
"Cress, cooked",vegetables,vegetables,2709587,N/A,2.72,58.0,3.47,5.73,1.1,0,354.0,50.3,0.0,0.0,85.0,1.36,40.0,631.0,0.24,21.32
"Cress, raw",vegetables,vegetables,2709586,N/A,2.6,32.0,0.7,5.5,1.1,0,346.0,69.0,0.0,0.0,81.0,1.3,38.0,606.0,0.23,12.31
"Dandelion greens, cooked",vegetables,vegetables,2709589,N/A,2.82,71.0,3.47,9.58,3.6,0,515.0,25.5,0.0,0.0,195.0,3.23,38.0,414.0,0.43,25.18
"Dandelion greens, raw",vegetables,vegetables,2709588,N/A,2.7,45.0,0.7,9.2,3.5,0,508.0,35.0,0.0,0.0,187.0,3.1,36.0,397.0,0.41,16.67
"Eggplant, pickled",vegetables,vegetables,2710081,N/A,0.81,41.0,0.16,9.74,2.5,0,1.0,1.6,0.0,0.0,9.0,0.2,12.0,190.0,0.13,50.62
"Escarole, cooked",vegetables,vegetables,2709592,N/A,1.12,37.0,2.72,2.98,2.7,0,102.0,3.2,0.0,0.0,45.0,0.7,13.0,238.0,0.67,33.04
Flaxseed oil,vegetables,vegetables,2710185,N/A,0.11,884.0,99.98,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07,8036.36
French or Catalina dressing,vegetables,vegetables,2710201,N/A,0.87,419.0,39.07,18.79,2.4,0,23.0,0.0,0.0,0.14,27.0,0.32,7.0,108.0,0.12,481.61
"French or Catalina dressing, fat free",vegetables,vegetables,2710232,N/A,0.2,132.0,0.27,32.14,2.2,0,4.0,0.0,0.0,0.0,5.0,0.58,3.0,84.0,0.1,660.0
"French or Catalina dressing, light",vegetables,vegetables,2710218,N/A,0.58,222.0,11.52,31.22,1.5,0,27.0,4.8,0.0,0.0,11.0,0.73,8.0,107.0,0.2,382.76
"Ginger root, pickled",vegetables,vegetables,2710082,N/A,0.33,20.0,0.1,4.83,2.6,0,0.0,0.0,0.0,0.0,74.0,0.28,4.0,36.0,0.04,60.61
"Green beans, pickled",vegetables,vegetables,2710070,N/A,1.63,54.0,0.25,11.0,2.5,0,28.0,8.6,0.0,0.0,35.0,0.54,23.0,241.0,0.29,33.13
Greens with ham or pork,vegetables,vegetables,2706759,N/A,4.91,47.0,1.41,4.68,3.6,0,222.0,40.5,0.1,0.05,205.0,1.1,30.0,303.0,0.5,9.57
"Greens, canned, cooked",vegetables,vegetables,2709598,N/A,1.32,41.0,2.82,2.71,1.3,0,298.0,14.2,0.0,0.0,114.0,1.46,19.0,136.0,0.22,31.06
"Greens, fresh, cooked, fat added",vegetables,vegetables,2709596,N/A,2.89,58.0,3.4,5.02,4.1,0,259.0,45.3,0.0,0.0,228.0,1.12,31.0,294.0,0.29,20.07
"Greens, fresh, cooked, no added fat",vegetables,vegetables,2709593,N/A,2.97,37.0,0.97,5.16,4.2,0,254.0,46.6,0.0,0.0,235.0,1.14,31.0,302.0,0.3,12.46
"Greens, frozen, cooked, fat added",vegetables,vegetables,2709597,N/A,2.84,59.0,3.24,5.59,2.6,0,377.0,20.6,0.0,0.0,164.0,1.06,25.0,188.0,0.27,20.77
"Greens, frozen, cooked, no added fat",vegetables,vegetables,2709594,N/A,2.92,37.0,0.71,5.75,2.7,0,376.0,21.2,0.0,0.0,169.0,1.09,26.0,194.0,0.28,12.67
"Greens, NS as to form, cooked",vegetables,vegetables,2709595,N/A,2.89,58.0,3.4,5.02,4.1,0,259.0,45.3,0.0,0.0,228.0,1.12,31.0,294.0,0.29,20.07
Honey mustard dressing,vegetables,vegetables,2710202,N/A,0.87,464.0,40.83,23.33,0.4,0,12.0,0.2,0.1,0.05,12.0,0.29,5.0,20.0,0.14,533.33
"Honey mustard dressing, fat free",vegetables,vegetables,2710233,N/A,1.07,169.0,1.47,38.43,1.2,0,5.0,2.1,0.0,0.02,24.0,0.36,13.0,69.0,0.29,157.94
"Honey mustard dressing, light",vegetables,vegetables,2710223,N/A,0.98,207.0,10.0,28.26,0.8,0,1.0,0.4,0.0,0.0,67.0,0.41,12.0,55.0,0.17,211.22
"Italian dressing, fat free",vegetables,vegetables,2710234,N/A,0.97,47.0,0.87,8.75,0.6,0,4.0,0.4,0.0,0.31,30.0,0.4,5.0,102.0,0.36,48.45
"Italian dressing, light",vegetables,vegetables,2710224,N/A,0.39,102.0,6.68,9.99,0.0,0,1.0,0.0,0.0,0.0,15.0,0.25,4.0,90.0,0.06,261.54
"Italian dressing, made with vinegar and oil",vegetables,vegetables,2710203,N/A,0.41,240.0,21.12,12.12,0.0,0,2.0,0.4,0.0,0.0,13.0,0.26,5.0,84.0,0.07,585.37
"Kale, fresh, cooked, fat added",vegetables,vegetables,2709603,N/A,3.05,69.0,4.29,4.61,4.3,0,251.0,68.1,0.0,0.0,265.0,1.67,34.0,363.0,0.41,22.62
"Kale, fresh, cooked, no added fat",vegetables,vegetables,2709600,N/A,3.13,46.0,1.6,4.74,4.4,0,245.0,70.1,0.0,0.0,272.0,1.72,35.0,373.0,0.42,14.7
"Kale, frozen, cooked, fat added",vegetables,vegetables,2709604,N/A,2.85,66.0,3.72,5.14,2.2,0,153.0,17.2,0.0,0.0,146.0,0.82,24.0,140.0,0.26,23.16
"Kale, frozen, cooked, no added fat",vegetables,vegetables,2709601,N/A,2.93,44.0,1.21,5.28,2.3,0,146.0,17.7,0.0,0.0,150.0,0.84,25.0,144.0,0.27,15.02
"Kale, NS as to form, cooked",vegetables,vegetables,2709602,N/A,3.05,69.0,4.29,4.61,4.3,0,251.0,68.1,0.0,0.0,265.0,1.67,34.0,363.0,0.41,22.62
"Kale, raw",vegetables,vegetables,2709599,N/A,2.92,43.0,1.49,4.42,4.1,0,241.0,93.4,0.0,0.0,254.0,1.6,33.0,348.0,0.39,14.73
Kimchi,vegetables,vegetables,2710077,N/A,1.1,15.0,0.5,2.4,1.6,0,5.0,0.0,0.0,0.0,33.0,2.5,14.0,151.0,0.22,13.64
Korean dressing or marinade,vegetables,vegetables,2710228,N/A,3.17,348.0,31.41,12.66,0.5,0,0.0,0.1,0.0,0.0,17.0,0.74,31.0,182.0,0.4,109.78
"Lambsquarter, cooked",vegetables,vegetables,2709605,N/A,3.11,54.0,3.22,4.85,2.0,0,390.0,35.8,0.0,0.0,250.0,0.68,22.0,279.0,0.29,17.36
"Mushrooms, pickled",vegetables,vegetables,2710084,N/A,2.4,46.0,0.3,8.29,1.4,0,0.0,1.5,0.0,0.03,6.0,0.19,8.0,308.0,0.41,19.17
"Mustard greens, fresh, cooked, fat added",vegetables,vegetables,2709610,N/A,2.99,53.0,3.18,4.87,3.3,0,162.0,51.0,0.0,0.0,120.0,1.71,33.0,400.0,0.26,17.73
"Mustard greens, fresh, cooked, no added fat",vegetables,vegetables,2709607,N/A,3.07,29.0,0.45,5.01,3.4,0,154.0,52.5,0.0,0.0,123.0,1.76,34.0,412.0,0.27,9.45
"Mustard greens, frozen, cooked, fat added",vegetables,vegetables,2709611,N/A,2.21,41.0,2.79,3.02,2.7,0,354.0,13.4,0.0,0.0,98.0,1.09,13.0,135.0,0.19,18.55
"Mustard greens, frozen, cooked, no added fat",vegetables,vegetables,2709608,N/A,2.26,19.0,0.25,3.1,2.8,0,353.0,13.8,0.0,0.0,101.0,1.12,13.0,139.0,0.2,8.41
"Mustard greens, NS as to form, cooked",vegetables,vegetables,2709609,N/A,2.99,53.0,3.18,4.87,3.3,0,162.0,51.0,0.0,0.0,120.0,1.71,33.0,400.0,0.26,17.73
"Mustard greens, raw",vegetables,vegetables,2709606,N/A,2.86,27.0,0.42,4.67,3.2,0,151.0,70.0,0.0,0.0,115.0,1.64,32.0,384.0,0.25,9.44
"Okra, pickled",vegetables,vegetables,2710087,N/A,1.6,48.0,0.17,11.04,2.7,0,28.0,16.2,0.0,0.0,70.0,0.52,47.0,248.0,0.48,30.0
Olive oil,vegetables,vegetables,2710186,N/A,0.0,900.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.56,0.0,1.0,0.0,0.0
Olive tapenade,vegetables,vegetables,2710092,N/A,0.73,282.0,30.05,4.17,1.8,0,14.0,0.4,0.0,0.0,60.0,3.4,5.0,17.0,0.12,386.3
"Olives, black",vegetables,vegetables,2710090,N/A,0.84,116.0,10.9,6.04,1.6,0,17.0,0.9,0.0,0.0,88.0,6.28,4.0,8.0,0.22,138.1
"Olives, green",vegetables,vegetables,2710089,N/A,1.03,145.0,15.32,3.84,3.3,0,20.0,0.0,0.0,0.0,52.0,0.49,11.0,42.0,0.04,140.78
"Olives, NFS",vegetables,vegetables,2710088,N/A,0.84,116.0,10.9,6.04,1.6,0,17.0,0.9,0.0,0.0,88.0,6.28,4.0,8.0,0.22,138.1
"Olives, stuffed",vegetables,vegetables,2710091,N/A,1.15,141.0,12.9,4.96,4.0,0,25.0,0.0,0.0,0.0,121.0,0.31,12.0,43.0,0.09,122.61
Peanut oil,vegetables,vegetables,2710187,N/A,0.0,900.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0
"Peppers, hot, pickled",vegetables,vegetables,2710095,N/A,0.8,22.0,0.4,4.56,2.6,0,43.0,12.3,0.0,0.0,61.0,0.32,6.0,113.0,0.09,27.5
"Peppers, red, cooked",vegetables,vegetables,2709977,N/A,0.92,55.0,2.78,6.71,1.2,0,162.0,121.5,0.0,0.0,6.0,0.36,11.0,215.0,0.2,59.78
"Peppers, sweet, pickled",vegetables,vegetables,2710094,N/A,0.67,43.0,0.12,9.6,0.9,0,69.0,85.0,0.0,0.0,7.0,0.23,8.0,156.0,0.14,64.18
"Peppers, sweet, red, raw",vegetables,vegetables,2709801,N/A,0.9,31.0,0.13,6.65,1.2,0,157.0,141.7,0.0,0.0,6.0,0.35,11.0,213.0,0.2,34.44
"Pickles, dill",vegetables,vegetables,2710078,N/A,0.48,14.0,0.43,1.99,1.0,0,4.0,2.1,0.0,0.0,54.0,0.23,7.0,112.0,0.11,29.17
"Pickles, NFS",vegetables,vegetables,2710097,N/A,0.48,14.0,0.43,1.99,1.0,0,4.0,2.1,0.0,0.0,54.0,0.23,7.0,112.0,0.11,29.17
"Pickles, sweet",vegetables,vegetables,2710080,N/A,0.58,91.0,0.41,21.15,1.0,0,38.0,0.7,0.0,0.0,61.0,0.25,7.0,100.0,0.12,156.9
"Poke greens, cooked",vegetables,vegetables,2709612,N/A,2.24,42.0,2.93,3.01,1.5,0,432.0,79.4,0.0,0.0,52.0,1.16,14.0,178.0,0.18,18.75
Poppy seed dressing,vegetables,vegetables,2710210,N/A,0.92,399.0,33.33,23.73,0.3,0,51.0,0.3,0.1,0.09,59.0,0.25,9.0,61.0,0.25,433.7
"Pumpkin, canned, cooked",vegetables,vegetables,2709691,N/A,1.08,56.0,2.82,7.86,2.8,0,767.0,3.7,0.0,0.0,26.0,1.35,22.0,200.0,0.17,51.85
"Pumpkin, cooked",vegetables,vegetables,2709692,N/A,1.05,52.0,2.84,6.77,0.5,0,433.0,8.0,0.0,0.0,22.0,0.84,13.0,354.0,0.33,49.52
"Radishes, pickled",vegetables,vegetables,2710099,N/A,0.56,34.0,0.1,7.68,1.3,0,0.0,10.4,0.0,0.0,22.0,0.29,8.0,194.0,0.23,60.71
Ranch dressing,vegetables,vegetables,2710212,N/A,1.32,430.0,44.54,5.9,0.0,0,15.0,0.0,0.1,0.17,28.0,0.3,5.0,64.0,0.17,325.76
"Ranch dressing, fat free",vegetables,vegetables,2710236,N/A,1.4,107.0,2.7,20.0,0.0,0,1.0,0.0,0.0,0.0,36.0,0.25,5.0,133.0,0.18,76.43
"Ranch dressing, light",vegetables,vegetables,2710225,N/A,1.5,160.0,14.0,7.0,0.0,0,11.0,0.4,0.0,0.07,6.0,0.13,2.0,36.0,0.04,106.67
"Relish, pickle",vegetables,vegetables,2710079,N/A,0.37,130.0,0.47,35.06,1.1,0,61.0,1.0,0.0,0.0,3.0,0.87,5.0,25.0,0.14,351.35
Russian dressing,vegetables,vegetables,2710206,N/A,0.69,355.0,26.18,31.9,0.7,0,29.0,6.0,0.0,0.0,13.0,0.6,10.0,173.0,0.22,514.49
Safflower oil,vegetables,vegetables,2710189,N/A,0.0,900.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Salad dressing, fat free, NFS",vegetables,vegetables,2710237,N/A,1.4,107.0,2.7,20.0,0.0,0,1.0,0.0,0.0,0.0,36.0,0.25,5.0,133.0,0.18,76.43
"Salad dressing, light, NFS",vegetables,vegetables,2710215,N/A,1.5,160.0,14.0,7.0,0.0,0,11.0,0.4,0.0,0.07,6.0,0.13,2.0,36.0,0.04,106.67
"Salad dressing, NFS, for salads",vegetables,vegetables,2710195,N/A,1.32,430.0,44.54,5.9,0.0,0,15.0,0.0,0.1,0.17,28.0,0.3,5.0,64.0,0.17,325.76
Sauerkraut,vegetables,vegetables,2709982,N/A,0.9,40.0,2.53,4.16,2.8,0,26.0,12.8,0.1,0.0,30.0,1.42,13.0,165.0,0.18,44.44
"Seaweed, pickled",vegetables,vegetables,2710100,N/A,2.91,54.0,0.42,11.44,0.6,0,75.0,8.7,0.0,0.0,109.0,1.89,64.0,137.0,0.74,18.56
Sesame dressing,vegetables,vegetables,2710211,N/A,3.1,443.0,45.2,8.6,1.0,0,2.0,0.0,0.0,0.0,19.0,0.6,0.0,157.0,0.1,142.9
"Sesame dressing, light",vegetables,vegetables,2710226,N/A,0.39,102.0,6.68,9.99,0.0,0,1.0,0.0,0.0,0.0,15.0,0.25,4.0,90.0,0.06,261.54
Sesame oil,vegetables,vegetables,2710190,N/A,0.0,884.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soybean oil,vegetables,vegetables,2710191,N/A,0.0,900.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0
"Spaghetti squash, cooked",vegetables,vegetables,2710001,N/A,0.65,49.0,2.8,6.26,1.4,0,17.0,3.4,0.0,0.0,21.0,0.33,11.0,114.0,0.19,75.38
Sunflower oil,vegetables,vegetables,2710192,N/A,0.0,900.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sweet potato, baked, fat added",vegetables,vegetables,2709700,N/A,1.58,115.0,4.53,17.14,3.0,0,684.0,12.4,0.0,0.0,22.0,0.4,19.0,481.0,0.34,72.78
"Sweet potato, baked, no added fat",vegetables,vegetables,2709699,N/A,1.64,82.0,0.39,17.98,3.1,0,699.0,13.1,0.0,0.0,23.0,0.42,20.0,504.0,0.35,50.0
"Sweet potato, baked, NS as to fat",vegetables,vegetables,2709698,N/A,1.58,115.0,4.53,17.14,3.0,0,684.0,12.4,0.0,0.0,22.0,0.4,19.0,481.0,0.34,72.78
"Sweet potato, boiled, fat added",vegetables,vegetables,2709703,N/A,1.58,115.0,4.53,17.14,3.0,0,684.0,12.4,0.0,0.0,22.0,0.4,19.0,481.0,0.34,72.78
"Sweet potato, boiled, no added fat",vegetables,vegetables,2709702,N/A,1.64,82.0,0.39,17.98,3.1,0,699.0,13.1,0.0,0.0,23.0,0.42,20.0,504.0,0.35,50.0
"Sweet potato, boiled, NS as to fat",vegetables,vegetables,2709701,N/A,1.58,115.0,4.53,17.14,3.0,0,684.0,12.4,0.0,0.0,22.0,0.4,19.0,481.0,0.34,72.78
"Sweet potato, candied",vegetables,vegetables,2709704,N/A,1.18,187.0,3.48,37.69,2.2,0,514.0,9.3,0.0,0.0,17.0,0.31,14.0,362.0,0.26,158.47
"Sweet potato, canned, fat added",vegetables,vegetables,2709707,N/A,1.58,124.0,4.35,20.05,1.7,0,397.0,25.0,0.0,0.0,22.0,0.85,21.0,297.0,0.17,78.48
"Sweet potato, canned, no added fat",vegetables,vegetables,2709706,N/A,1.64,91.0,0.2,21.04,1.8,0,397.0,26.3,0.0,0.0,22.0,0.89,22.0,311.0,0.18,55.49
"Sweet potato, canned, NS as to fat",vegetables,vegetables,2709705,N/A,1.58,124.0,4.35,20.05,1.7,0,397.0,25.0,0.0,0.0,22.0,0.85,21.0,297.0,0.17,78.48
"Sweet potato, casserole or mashed",vegetables,vegetables,2709708,N/A,1.89,99.0,2.56,17.22,2.4,0,565.0,10.4,0.0,0.04,39.0,0.34,17.0,420.0,0.35,52.38
"Sweet potato, NFS",vegetables,vegetables,2709697,N/A,1.58,115.0,4.53,17.14,3.0,0,684.0,12.4,0.0,0.0,22.0,0.4,19.0,481.0,0.34,72.78
"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",vegetables,vegetables,2709642,N/A,2.12,57.0,2.88,7.15,1.8,0,154.0,1.5,0.0,0.0,32.0,0.61,46.0,302.0,0.25,26.89
"Taro leaves, cooked",vegetables,vegetables,2709633,N/A,5.19,68.0,3.51,6.98,3.9,0,251.0,37.9,0.0,0.0,112.0,2.35,47.0,675.0,0.43,13.1
Thousand Island dressing,vegetables,vegetables,2710213,N/A,1.09,379.0,35.06,14.64,0.8,0,14.0,0.0,0.0,0.0,17.0,1.18,8.0,107.0,0.26,347.71
"Thousand Island dressing, fat free",vegetables,vegetables,2710238,N/A,0.55,132.0,1.45,29.27,3.3,0,1.0,0.0,0.0,0.0,11.0,0.28,4.0,122.0,0.09,240.0
"Thousand Island dressing, light",vegetables,vegetables,2710227,N/A,0.83,195.0,11.32,24.06,1.2,0,16.0,1.5,0.0,0.0,27.0,0.9,7.0,202.0,0.19,234.94
"Tomato, green, pickled",vegetables,vegetables,2709726,N/A,1.0,40.0,0.18,9.09,0.9,0,25.0,18.4,0.0,0.0,12.0,0.43,8.0,169.0,0.06,40.0
"Turnip greens, fresh, cooked, fat added",vegetables,vegetables,2709637,N/A,1.11,42.0,2.77,4.23,3.4,0,380.0,26.5,0.0,0.0,133.0,0.78,21.0,197.0,0.14,37.84
"Turnip greens, fresh, cooked, no added fat",vegetables,vegetables,2709634,N/A,1.14,20.0,0.23,4.35,3.5,0,380.0,27.3,0.0,0.0,137.0,0.8,22.0,202.0,0.14,17.54
"Turnip greens, frozen, cooked, fat added",vegetables,vegetables,2709638,N/A,3.25,51.0,2.95,4.83,3.3,0,532.0,21.1,0.0,0.0,148.0,1.88,25.0,217.0,0.4,15.69
"Turnip greens, frozen, cooked, no added fat",vegetables,vegetables,2709635,N/A,3.34,29.0,0.42,4.96,3.4,0,536.0,21.7,0.0,0.0,152.0,1.93,26.0,223.0,0.41,8.68
"Turnip, pickled",vegetables,vegetables,2710102,N/A,0.75,44.0,0.1,10.19,1.5,0,0.0,14.8,0.0,0.0,27.0,0.25,9.0,159.0,0.22,58.67
"Turrnip greens, NS as to form, cooked",vegetables,vegetables,2709636,N/A,1.11,42.0,2.77,4.23,3.4,0,380.0,26.5,0.0,0.0,133.0,0.78,21.0,197.0,0.14,37.84
Walnut oil,vegetables,vegetables,2710193,N/A,0.0,884.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Watercress, cooked",vegetables,vegetables,2709640,N/A,2.4,36.0,2.84,1.35,0.5,0,170.0,31.3,0.0,0.0,125.0,0.21,22.0,344.0,0.12,15.0
"Watercress, raw",vegetables,vegetables,2709639,N/A,2.3,11.0,0.1,1.29,0.5,0,160.0,43.0,0.0,0.0,120.0,0.2,21.0,330.0,0.11,4.78
Wheat germ oil,vegetables,vegetables,2710194,N/A,0.0,884.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Winter squash, cooked, fat added",vegetables,vegetables,2709695,N/A,0.87,59.0,2.88,8.57,2.7,0,264.0,9.3,0.0,0.0,22.0,0.43,13.0,234.0,0.21,67.82
"Winter squash, cooked, no added fat",vegetables,vegetables,2709694,N/A,0.89,37.0,0.35,8.82,2.8,0,260.0,9.6,0.0,0.0,22.0,0.44,13.0,240.0,0.22,41.57
"Winter squash, raw",vegetables,vegetables,2709693,N/A,1.0,26.0,0.1,6.5,0.5,0,426.0,9.0,0.0,0.0,21.0,0.8,12.0,340.0,0.32,26.0
"Zucchini, pickled",vegetables,vegetables,2710104,N/A,1.0,35.0,0.28,7.44,0.8,0,8.0,12.6,0.0,0.0,15.0,0.31,15.0,217.0,0.27,35.0
"Buckwheat, whole grain",grains,grains,2512378,N/A,11.1,0.0,3.04,71.1,4.05,0,0.0,0.0,0.0,0.0,13.6,2.44,203.0,414.0,2.24,0.0
"Millet, whole grain",grains,grains,2512379,N/A,10.0,0.0,4.19,74.4,2.62,0,0.0,0.0,0.0,0.0,9.1,2.53,106.0,214.0,2.26,0.0
"Pancakes, whole grain",grains,grains,2708309,N/A,7.86,273.0,12.29,32.9,3.2,0,79.0,0.0,1.0,0.4,138.0,3.15,42.0,252.0,1.08,34.73
"Waffle, whole grain",grains,grains,2708329,N/A,9.23,364.0,19.21,38.61,3.8,0,93.0,0.0,1.2,0.46,162.0,3.71,50.0,295.0,1.26,39.44
"Crackers, cheese, whole grain",grains,grains,2708155,N/A,9.62,412.0,16.03,57.29,6.4,0,12.0,0.0,0.1,0.06,128.0,3.46,68.0,212.0,1.84,42.83
"Einkorn, grain, dry, raw",grains,grains,2710827,N/A,15.1,0.0,3.81,68.7,8.91,0,0.0,0.0,0.0,0.0,41.4,3.69,140.0,432.0,5.23,0.0
"Flour, oat, whole grain",grains,grains,2261421,N/A,13.2,0.0,6.31,69.9,10.5,0,0.0,0.0,0.0,0.0,42.8,4.0,125.0,373.0,2.75,0.0
"Flour, spelt, whole grain",grains,grains,2003587,N/A,14.5,0.0,2.54,70.7,9.34,0,0.0,0.0,0.0,0.0,30.0,3.77,124.0,350.0,3.59,0.0
"Fonio, grain, dry, raw",grains,grains,2710829,N/A,7.17,0.0,1.69,81.3,2.2,0,0.0,0.0,0.0,0.0,11.6,2.66,39.1,43.8,1.85,0.0
"Khorasan, grain, dry, raw",grains,grains,2710830,N/A,14.8,0.0,2.8,71.8,10.5,0,0.0,0.0,0.0,0.0,24.1,3.87,130.0,450.0,4.46,0.0
"Bagel, whole grain white",grains,grains,2707708,N/A,10.2,250.0,1.53,48.89,4.1,0,0.0,0.0,0.0,0.0,105.0,2.76,51.0,165.0,1.1,24.51
"Bread, whole grain white",grains,grains,2707706,N/A,10.66,238.0,2.15,43.91,9.2,0,0.0,0.0,0.0,0.0,684.0,4.89,26.0,127.0,0.95,22.33
"French toast, whole grain",grains,grains,2708336,N/A,11.34,271.0,11.57,30.44,2.7,0,106.0,0.1,1.2,0.41,118.0,2.28,35.0,171.0,1.26,23.9
"Noodles, whole grain, cooked",grains,grains,2708353,N/A,5.96,148.0,1.7,29.91,3.9,0,0.0,0.0,0.0,0.0,13.0,1.71,54.0,95.0,1.33,24.83
"Pancakes, whole grain, frozen",grains,grains,2708298,N/A,5.54,232.0,6.75,38.55,2.3,0,417.0,0.2,0.0,1.57,78.0,5.82,32.0,123.0,0.61,41.88
"Pasta, whole grain, cooked",grains,grains,2708358,N/A,5.95,148.0,1.7,29.89,3.9,0,0.0,0.0,0.0,0.0,13.0,1.71,54.0,95.0,1.33,24.87
"Roll, whole grain white",grains,grains,2707752,N/A,9.3,255.0,3.49,46.5,2.3,0,0.0,0.0,0.0,0.0,233.0,2.59,38.0,190.0,2.05,27.42
"Waffle, whole grain, frozen",grains,grains,2708317,N/A,6.78,289.0,8.39,46.7,4.1,0,140.0,0.0,0.0,1.54,136.0,6.12,62.0,156.0,1.11,42.63
"Oats, whole grain, steel cut",grains,grains,2346397,N/A,12.5,0.0,5.8,69.8,0.0,0,0.0,0.0,0.0,0.0,51.3,3.8,129.0,376.0,2.84,0.0
"Bread, whole grain white, toasted",grains,grains,2707707,N/A,11.71,262.0,2.36,48.25,10.1,0,0.0,0.0,0.0,0.0,752.0,5.37,29.0,140.0,1.04,22.37
"Macaroni or noodles with cheese, whole grain",grains,grains,2708824,N/A,8.77,219.0,10.88,22.7,2.2,0,106.0,0.0,0.5,0.3,173.0,1.28,38.0,128.0,1.48,24.97
"Muffin, English, whole grain white",grains,grains,2707744,N/A,8.7,223.0,2.0,44.8,4.6,0,0.0,0.0,0.0,0.0,178.0,2.87,37.0,186.0,1.07,25.63
"Pancakes, whole grain, reduced fat",grains,grains,2708310,N/A,8.04,256.0,9.89,33.65,3.3,0,81.0,0.0,1.0,0.41,141.0,3.22,43.0,258.0,1.1,31.84
"Waffle, whole grain, reduced fat",grains,grains,2708318,N/A,7.14,257.0,3.57,49.16,4.3,0,147.0,0.0,0.0,1.62,143.0,6.43,65.0,164.0,1.17,35.99
